client,transcript,line,timestamp,tool,call_id,status,batched
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\06da6c76-950c-4341-8965-e8c860550366.jsonl,487,2026-08-11T03:32:36.613Z,eval_python,toolu_01EDT7FF2ym2TVuc32jiiTPa,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\06da6c76-950c-4341-8965-e8c860550366.jsonl,497,2026-08-11T03:32:40.122Z,eval_python,toolu_01LYrHnvz5Z3xpS44D2P1oFk,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\06da6c76-950c-4341-8965-e8c860550366.jsonl,503,2026-08-11T03:32:50.370Z,eval_python,toolu_01PcN8XHFDjF3Pad3np5Dw6t,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\06da6c76-950c-4341-8965-e8c860550366.jsonl,510,2026-08-11T03:32:58.230Z,eval_python,toolu_01VyLNBM1WFVdeAoRQUBxguD,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\06da6c76-950c-4341-8965-e8c860550366.jsonl,516,2026-08-11T03:33:51.663Z,get_selection,toolu_015ZfBJQM15pPEFYnu8cYXu2,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\06da6c76-950c-4341-8965-e8c860550366.jsonl,526,2026-08-11T03:34:29.435Z,eval_python,toolu_01VujnnYLYgHh618K93bF6R5,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\06da6c76-950c-4341-8965-e8c860550366.jsonl,533,2026-08-11T03:34:37.181Z,eval_python,toolu_01WgjE1r95kfc8C1Yf2N7KLC,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\06da6c76-950c-4341-8965-e8c860550366.jsonl,540,2026-08-11T03:34:44.939Z,eval_python,toolu_01DF5nDp6XsKaPeGrSG9sSfw,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\06da6c76-950c-4341-8965-e8c860550366.jsonl,546,2026-08-11T03:34:52.986Z,eval_python,toolu_019RMt9b1QnnxuuGEYzQA3fo,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\1a3bcda0-c8e0-46e3-bde1-1166b4b1dcfe.jsonl,41,2026-08-12T01:45:27.136Z,get_sheets,toolu_01CUr7CJFgiB7eEXHQ7mNbWE,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\1a3bcda0-c8e0-46e3-bde1-1166b4b1dcfe.jsonl,54,2026-08-12T01:45:46.231Z,get_view_content,toolu_019GQgZsQEBgpUvRQQisqLZr,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\1a3bcda0-c8e0-46e3-bde1-1166b4b1dcfe.jsonl,66,2026-08-12T01:45:51.773Z,get_open_files,toolu_01MQTrVPrTq5BwSzjDZQHu9r,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\1a3bcda0-c8e0-46e3-bde1-1166b4b1dcfe.jsonl,141,2026-08-12T01:47:52.958Z,get_console_log,toolu_01DT3RVf7by8VhAd7ysx2Jb3,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2246dd6d-2736-4d3b-8df5-f0f841efb1a5.jsonl,63,2026-08-14T00:23:16.177Z,get_open_files,toolu_01WWeTNkptyFPEkDsq51xqZ3,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2246dd6d-2736-4d3b-8df5-f0f841efb1a5.jsonl,64,2026-08-14T00:23:16.188Z,get_console_log,toolu_01NdM3H7qkw9vUk3YL8z7e6V,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2246dd6d-2736-4d3b-8df5-f0f841efb1a5.jsonl,92,2026-08-14T00:23:36.659Z,get_sheets,toolu_016fScpEBDGMgSPHyPijub4x,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2246dd6d-2736-4d3b-8df5-f0f841efb1a5.jsonl,109,2026-08-14T00:23:46.626Z,get_active_panel,toolu_015Aoe7iUFQGPR9nUdVxaXcU,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,99,2026-08-11T04:28:36.157Z,get_console_log,toolu_01U2TyyfwuUJnkqEuRCn8yiA,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,106,2026-08-11T04:28:42.307Z,eval_python,toolu_01LYKeskBCJ8fHQYJXAXTFSV,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,111,2026-08-11T04:28:45.970Z,eval_python,toolu_01Yag2u1aPSHq6wiPv6cyhGp,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,116,2026-08-11T04:28:49.911Z,eval_python,toolu_01KWQxZuKGpaESNUghTgRXKM,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,123,2026-08-11T04:29:01.151Z,eval_python,toolu_01Qp9oGC9spxHJdRZZtofE9D,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,165,2026-08-11T04:30:17.116Z,eval_python,toolu_01D2C6TS1q8zcSHq1XaHoz3E,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,198,2026-08-11T04:30:57.516Z,eval_python,toolu_01B2vYEGFFdYNCff18UNqZpN,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,204,2026-08-11T04:31:00.964Z,eval_python,toolu_01JQcyPWDzNUDSpThEKuLCgZ,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,213,2026-08-11T04:31:05.130Z,eval_python,toolu_01VXuKi3Czhs4Y2ozVfKa4ap,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,225,2026-08-11T04:31:33.304Z,eval_python,toolu_016SPSqaEpFuKN6U8gKRrwK7,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,299,2026-08-11T04:34:04.831Z,eval_python,toolu_01ECcFBxyoLPYUGS7Pc7QsEm,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,305,2026-08-11T04:34:10.094Z,eval_python,toolu_01BZ8NABWe4FvM5yBosUpenQ,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2517cadc-0da2-40d2-8524-d1a58d61423a.jsonl,507,2026-08-11T04:50:18.789Z,eval_python,toolu_01FhaZw3yggWe8kVn8TCmVP1,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,385,2026-08-08T19:49:11.089Z,get_open_files,toolu_01B5kA8juRjFf54oNU3KQU7Z,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,391,2026-08-08T19:49:16.196Z,get_view_content,toolu_01E8VoijUDRLYsSrzG6JCmLx,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,408,2026-08-08T20:07:37.132Z,get_view_content,toolu_0138aFdSZruyTmLvCtq1xs6k,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,422,2026-08-08T20:09:10.680Z,get_view_content,toolu_01UV1mn6oUr3FN53a17ASFFz,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,699,2026-08-08T20:34:11.323Z,get_open_files,toolu_0113NkrWQPSrRHTAvBmBX4re,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,704,2026-08-08T20:34:20.965Z,get_view_content,toolu_0126BzudPwpUDHT9NPxPt82f,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,881,2026-08-08T21:26:34.008Z,get_view_content,toolu_01UphnSvfqkE5jCoNLabtCPu,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,906,2026-08-08T21:28:24.093Z,get_view_content,toolu_0176HqhE2TzeCF41Da9zYWCc,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,970,2026-08-08T21:32:31.585Z,get_view_content,toolu_01VLEi4r9MdDVb1Y74XzjD2Q,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,1067,2026-08-08T21:39:11.638Z,get_view_content,toolu_0182FWWuC8EXiGsDvYv8sorH,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,1100,2026-08-08T21:41:48.386Z,get_view_content,toolu_01JStVMtBeyEaxvnHGWs8LXK,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,1353,2026-08-08T22:24:19.419Z,get_view_content,toolu_01FY5ui3bAyyWuPWANCS8Sq9,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\2a70bc92-0b10-49fa-90fa-778e1dc56b84.jsonl,1378,2026-08-08T22:28:30.792Z,get_view_content,toolu_01LEgFBvw6CGrT5hFgcoMRVK,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,29,2026-08-15T02:46:53.126Z,get_open_files,toolu_01RajjqY2hhxX5UFjYWwXatb,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,36,2026-08-15T02:46:56.567Z,get_view_content,toolu_019E8PGzJV3vnbeYmQMsb6j7,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,37,2026-08-15T02:46:56.579Z,get_view_content,toolu_01Q8JjM7w3GT59Ti9Mt9GyPu,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,112,2026-08-15T02:49:52.104Z,eval_python,toolu_016RobCXToujWSQ5iQZSkDZY,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,119,2026-08-15T02:49:54.150Z,eval_python,toolu_01GQzECZMzvogBuVDoQW7AiL,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,129,2026-08-15T02:49:56.246Z,eval_python,toolu_01XEcEeYtfi5bt8DnAvc6rsK,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,135,2026-08-15T02:49:58.204Z,eval_python,toolu_01VmGxRFFnH9BGPLHooe47Ji,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,141,2026-08-15T02:50:00.534Z,eval_python,toolu_01H48hPWgq4QFHgHRtED8fzw,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,148,2026-08-15T02:50:04.969Z,eval_python,toolu_01FSEyxu5yzt1pBkUNLwe6gT,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,174,2026-08-15T02:52:46.737Z,get_view_content,toolu_01GXKm9cooTT8qEya7fVKoQ8,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,186,2026-08-15T02:53:01.951Z,eval_python,toolu_017xmtH5qTts9bJErha34Sv1,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,193,2026-08-15T02:53:05.454Z,eval_python,toolu_01EVfTvxSaFZtEco49BSyMDT,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,200,2026-08-15T02:53:09.467Z,eval_python,toolu_01D3bNJ1TXW81zbaWujSKEML,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,226,2026-08-15T02:54:10.300Z,eval_python,toolu_01Hy7nEYMSTGqNT9KfLV93Ai,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,233,2026-08-15T02:54:15.380Z,eval_python,toolu_018BZvSAaDk3kXz7rqZGRMBx,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,240,2026-08-15T02:54:19.243Z,get_view_content,toolu_01SLmzzyVA9vUfFaWyxmVW2T,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,258,2026-08-15T02:57:50.137Z,eval_python,toolu_01JGRVpwqRTrQighYLqgwFqK,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,266,2026-08-15T02:58:01.974Z,eval_python,toolu_01EjY1jVT15qEfyRE49hLx59,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,282,2026-08-15T02:59:35.065Z,eval_python,toolu_01BgCGrDqbR2A1WSWwzED6Ji,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,516,2026-08-15T03:11:43.345Z,get_view_content,toolu_017fpUm7xPRmvVCKJHLT1y3V,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,527,2026-08-15T03:11:51.974Z,eval_python,toolu_01YDUxnx33SheLAovCDxamyM,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,556,2026-08-15T03:15:31.928Z,get_view_content,toolu_01VCrrceKef85VVNo2TDokGe,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,563,2026-08-15T03:15:39.322Z,eval_python,toolu_01QwMBPCgtf7wYYTqSf3VBBQ,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,597,2026-08-15T03:18:01.836Z,eval_python,toolu_01WdsBBsbn23PLy7zkEFXVNC,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,622,2026-08-15T03:18:39.616Z,eval_python,toolu_01BqP9UKERjAxx7f1kdBnqNs,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,628,2026-08-15T03:18:41.681Z,eval_python,toolu_019kNRMYYNLWKboRzmBw8J2K,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,635,2026-08-15T03:18:47.586Z,eval_python,toolu_01KcEkUPQ6tQUFL8pmfJ3CR4,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,646,2026-08-15T03:18:52.303Z,eval_python,toolu_01N9DnDsCXdZezR5YQ9wXoyi,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,653,2026-08-15T03:18:56.066Z,get_view_content,toolu_011mVcr1fJLo3smCCHDTcAcs,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,660,2026-08-15T03:18:58.971Z,eval_python,toolu_01JoHtsqxpDRe5mxQPpACki4,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,671,2026-08-15T03:19:03.273Z,eval_python,toolu_01GU7g8jqugohQBds5zRUKwV,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,677,2026-08-15T03:19:04.941Z,get_view_content,toolu_01QHuZHJjGm4Li8grRDgSb1B,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,684,2026-08-15T03:19:07.679Z,eval_python,toolu_01SrJQJM4wrCUkJsQZcKGY7B,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,694,2026-08-15T03:19:09.173Z,get_view_content,toolu_01GaLZf5G2dZqEXrLYtyqDDq,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,702,2026-08-15T03:19:12.359Z,get_view_content,toolu_015ZZsxrdwJ3bi81PpSk1dTP,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,713,2026-08-15T03:19:15.701Z,eval_python,toolu_01NMv8tdd9dv8L9jxmfo1hK7,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,719,2026-08-15T03:19:17.710Z,eval_python,toolu_0131Ci2FrFgCd1CwEJxLdqMT,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,725,2026-08-15T03:19:19.190Z,get_view_content,toolu_01FQNjnFPm7znQEMevz1S55z,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,732,2026-08-15T03:19:25.286Z,eval_python,toolu_01AgjR7Dt753gu2tNvM98eVW,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,743,2026-08-15T03:19:31.332Z,eval_python,toolu_01Tzaq2zSZqD5MiMVkHgJsoJ,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,758,2026-08-15T03:19:55.451Z,eval_python,toolu_01FUSDR2PUFXBj8RwScdD37a,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,783,2026-08-15T03:20:09.581Z,eval_python,toolu_01S2TmJ1gencGkFRQs2BToML,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,855,2026-08-15T03:23:01.060Z,eval_python,toolu_011YEdHkdP9KsxFgWZAYDdP3,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,861,2026-08-15T03:23:03.966Z,eval_python,toolu_01NEa1mcAAGRpHX7AAef6xBC,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,947,2026-08-15T03:27:58.161Z,eval_python,toolu_018hLv9ErYtZorvhLnDKhNXJ,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,1065,2026-08-15T03:31:49.419Z,get_open_files,toolu_01HYkNZXY3Zh7DNbeDmmjtem,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,1072,2026-08-15T03:31:53.330Z,eval_python,toolu_0171Z3fvD2BRTY8gAnGChHBA,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,1078,2026-08-15T03:31:55.354Z,get_open_files,toolu_01L3zPgNmxQ3BhLsw2b7Kmr3,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,1088,2026-08-15T03:31:58.443Z,get_view_content,toolu_01Dbh7YUZVC6HX71WG8WjWdt,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,1095,2026-08-15T03:32:02.535Z,eval_python,toolu_01QUkCtB4eAKfQ29A7sMVNdW,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,1101,2026-08-15T03:32:04.365Z,get_view_content,toolu_01D2xwg1SHAXAYAkRLEdKL68,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,1112,2026-08-15T03:32:07.255Z,eval_python,toolu_011YpDxf25RhFLZQRKNBirSC,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,1118,2026-08-15T03:32:08.997Z,get_view_content,toolu_01JyHVLjB2VXimd8Du9jhPYN,unknown,False
claude,C:\Users\donal\.claude\projects\C--Users-donal-projects-GhostShell\3059911d-a7f5-46db-9775-727849017eb3.jsonl,1125,2026-08-15T03:32:11.287Z,get_view_content,toolu_01CC7cmLueCU2pxboTW9Gbyt,unknown,False
